"Region","District","month","water_price"
"Awdal","Borama",2020-12-01,5000
"Awdal","Borama",2021-01-01,5000
"Awdal","Borama",2021-02-01,5000
"Awdal","Borama",2021-03-01,5000
"Awdal","Borama",2021-04-01,5000
"Awdal","Borama",2021-05-01,5000
"Awdal","Borama",2021-06-01,5000
"Awdal","Borama",2021-07-01,6000
"Awdal","Borama",2021-08-01,5000
"Awdal","Borama",2021-09-01,5000
"Awdal","Borama",2021-10-01,5000
"Awdal","Borama",2021-11-01,5000
"Awdal","Borama",2021-12-01,5000
"Awdal","Borama",2022-01-01,5000
"Awdal","Borama",2022-02-01,5000
"Awdal","Borama",2022-03-01,5000
"Awdal","Borama",2022-04-01,5000
"Awdal","Borama",2022-05-01,5000
"Awdal","Borama",2022-06-01,6000
"Awdal","Borama",2022-07-01,6000
"Awdal","Borama",2022-08-01,6000
"Awdal","Borama",2022-09-01,6000
"Awdal","Borama",2022-10-01,6000
"Awdal","Borama",2022-11-01,NA
"Awdal","Borama",2022-12-01,NA
"Awdal","Baki",2011-01-01,NA
"Awdal","Baki",2011-02-01,NA
"Awdal","Baki",2011-03-01,NA
"Awdal","Baki",2011-04-01,NA
"Awdal","Baki",2011-05-01,NA
"Awdal","Baki",2011-06-01,NA
"Awdal","Baki",2011-07-01,NA
"Awdal","Baki",2011-08-01,NA
"Awdal","Baki",2011-09-01,NA
"Awdal","Baki",2011-10-01,NA
"Awdal","Baki",2011-11-01,NA
"Awdal","Baki",2011-12-01,NA
"Awdal","Baki",2012-01-01,NA
"Awdal","Baki",2012-02-01,NA
"Awdal","Baki",2012-03-01,NA
"Awdal","Baki",2012-04-01,NA
"Awdal","Baki",2012-05-01,NA
"Awdal","Baki",2012-06-01,NA
"Awdal","Baki",2012-07-01,NA
"Awdal","Baki",2012-08-01,NA
"Awdal","Baki",2012-09-01,NA
"Awdal","Baki",2012-10-01,NA
"Awdal","Baki",2012-11-01,NA
"Awdal","Baki",2012-12-01,NA
"Awdal","Baki",2013-01-01,NA
"Awdal","Baki",2013-02-01,NA
"Awdal","Baki",2013-03-01,NA
"Awdal","Baki",2013-04-01,NA
"Awdal","Baki",2013-05-01,NA
"Awdal","Baki",2013-06-01,NA
"Awdal","Baki",2013-07-01,NA
"Awdal","Baki",2013-08-01,NA
"Awdal","Baki",2013-09-01,NA
"Awdal","Baki",2013-10-01,NA
"Awdal","Baki",2013-11-01,NA
"Awdal","Baki",2013-12-01,NA
"Awdal","Baki",2014-01-01,NA
"Awdal","Baki",2014-02-01,NA
"Awdal","Baki",2014-03-01,NA
"Awdal","Baki",2014-04-01,NA
"Awdal","Baki",2014-05-01,NA
"Awdal","Baki",2014-06-01,NA
"Awdal","Baki",2014-07-01,NA
"Awdal","Baki",2014-08-01,NA
"Awdal","Baki",2014-09-01,NA
"Awdal","Baki",2014-10-01,NA
"Awdal","Baki",2014-11-01,NA
"Awdal","Baki",2014-12-01,NA
"Awdal","Baki",2015-01-01,NA
"Awdal","Baki",2015-02-01,NA
"Awdal","Baki",2015-03-01,NA
"Awdal","Baki",2015-04-01,NA
"Awdal","Baki",2015-05-01,NA
"Awdal","Baki",2015-06-01,NA
"Awdal","Baki",2015-07-01,NA
"Awdal","Baki",2015-08-01,NA
"Awdal","Baki",2015-09-01,NA
"Awdal","Baki",2015-10-01,NA
"Awdal","Baki",2015-11-01,NA
"Awdal","Baki",2015-12-01,NA
"Awdal","Baki",2016-01-01,NA
"Awdal","Baki",2016-02-01,NA
"Awdal","Baki",2016-03-01,NA
"Awdal","Baki",2016-04-01,NA
"Awdal","Baki",2016-05-01,NA
"Awdal","Baki",2016-06-01,NA
"Awdal","Baki",2016-07-01,NA
"Awdal","Baki",2016-08-01,NA
"Awdal","Baki",2016-09-01,NA
"Awdal","Baki",2016-10-01,NA
"Awdal","Baki",2016-11-01,NA
"Awdal","Baki",2016-12-01,NA
"Awdal","Baki",2017-01-01,NA
"Awdal","Baki",2017-02-01,NA
"Awdal","Baki",2017-03-01,NA
"Awdal","Baki",2017-04-01,NA
"Awdal","Baki",2017-05-01,NA
"Awdal","Baki",2017-06-01,NA
"Awdal","Baki",2017-07-01,NA
"Awdal","Baki",2017-08-01,NA
"Awdal","Baki",2017-09-01,NA
"Awdal","Baki",2017-10-01,NA
"Awdal","Baki",2017-11-01,NA
"Awdal","Baki",2017-12-01,NA
"Awdal","Baki",2018-01-01,NA
"Awdal","Baki",2018-02-01,NA
"Awdal","Baki",2018-03-01,NA
"Awdal","Baki",2018-04-01,NA
"Awdal","Baki",2018-05-01,NA
"Awdal","Baki",2018-06-01,NA
"Awdal","Baki",2018-07-01,NA
"Awdal","Baki",2018-08-01,NA
"Awdal","Baki",2018-09-01,NA
"Awdal","Baki",2018-10-01,NA
"Awdal","Baki",2018-11-01,NA
"Awdal","Baki",2018-12-01,NA
"Awdal","Baki",2019-01-01,NA
"Awdal","Baki",2019-02-01,NA
"Awdal","Baki",2019-03-01,NA
"Awdal","Baki",2019-04-01,NA
"Awdal","Baki",2019-05-01,NA
"Awdal","Baki",2019-06-01,NA
"Awdal","Baki",2019-07-01,NA
"Awdal","Baki",2019-08-01,NA
"Awdal","Baki",2019-09-01,NA
"Awdal","Baki",2019-10-01,NA
"Awdal","Baki",2019-11-01,NA
"Awdal","Baki",2019-12-01,NA
"Awdal","Baki",2020-01-01,NA
"Awdal","Baki",2020-02-01,NA
"Awdal","Baki",2020-03-01,NA
"Awdal","Baki",2020-04-01,NA
"Awdal","Baki",2020-05-01,NA
"Awdal","Baki",2020-06-01,NA
"Awdal","Baki",2020-07-01,NA
"Awdal","Baki",2020-08-01,NA
"Awdal","Baki",2020-09-01,NA
"Awdal","Baki",2020-10-01,NA
"Awdal","Baki",2020-11-01,NA
"Awdal","Baki",2020-12-01,NA
"Awdal","Baki",2021-01-01,NA
"Awdal","Baki",2021-02-01,NA
"Awdal","Baki",2021-03-01,NA
"Awdal","Baki",2021-04-01,NA
"Awdal","Baki",2021-05-01,NA
"Awdal","Baki",2021-06-01,NA
"Awdal","Baki",2021-07-01,NA
"Awdal","Baki",2021-08-01,NA
"Awdal","Baki",2021-09-01,NA
"Awdal","Baki",2021-10-01,NA
"Awdal","Baki",2021-11-01,NA
"Awdal","Baki",2021-12-01,NA
"Awdal","Baki",2022-01-01,NA
"Awdal","Baki",2022-02-01,NA
"Awdal","Baki",2022-03-01,NA
"Awdal","Baki",2022-04-01,NA
"Awdal","Baki",2022-05-01,NA
"Awdal","Baki",2022-06-01,NA
"Awdal","Baki",2022-07-01,NA
"Awdal","Baki",2022-08-01,NA
"Awdal","Baki",2022-09-01,NA
"Awdal","Baki",2022-10-01,NA
"Awdal","Baki",2022-11-01,NA
"Awdal","Baki",2022-12-01,NA
"Awdal","Lughaye",2011-01-01,NA
"Awdal","Lughaye",2011-02-01,NA
"Awdal","Lughaye",2011-03-01,NA
"Awdal","Lughaye",2011-04-01,NA
"Awdal","Lughaye",2011-05-01,NA
"Awdal","Lughaye",2011-06-01,7250
"Awdal","Lughaye",2011-07-01,8000
"Awdal","Lughaye",2011-08-01,10000
"Awdal","Lughaye",2011-09-01,10000
"Awdal","Lughaye",2011-10-01,10000
"Awdal","Lughaye",2011-11-01,10000
"Awdal","Lughaye",2011-12-01,10000
"Awdal","Lughaye",2012-01-01,6000
"Awdal","Lughaye",2012-02-01,10000
"Awdal","Lughaye",2012-03-01,10000
"Awdal","Lughaye",2012-04-01,10000
"Awdal","Lughaye",2012-05-01,10000
"Awdal","Lughaye",2012-06-01,10000
"Awdal","Lughaye",2012-07-01,5000
"Awdal","Lughaye",2012-08-01,5000
"Awdal","Lughaye",2012-09-01,NA
"Awdal","Lughaye",2012-10-01,NA
"Awdal","Lughaye",2012-11-01,2000
"Awdal","Lughaye",2012-12-01,2000
"Awdal","Lughaye",2013-01-01,2000
"Awdal","Lughaye",2013-02-01,2000
"Awdal","Lughaye",2013-03-01,2000
"Awdal","Lughaye",2013-04-01,NA
"Awdal","Lughaye",2013-05-01,2000
"Awdal","Lughaye",2013-06-01,2000
"Awdal","Lughaye",2013-07-01,2000
"Awdal","Lughaye",2013-08-01,2000
"Awdal","Lughaye",2013-09-01,2000
"Awdal","Lughaye",2013-10-01,2000
"Awdal","Lughaye",2013-11-01,2000
"Awdal","Lughaye",2013-12-01,2000
"Awdal","Lughaye",2014-01-01,2000
"Awdal","Lughaye",2014-02-01,2000
"Awdal","Lughaye",2014-03-01,2000
"Awdal","Lughaye",2014-04-01,2000
"Awdal","Lughaye",2014-05-01,2000
"Awdal","Lughaye",2014-06-01,2000
"Awdal","Lughaye",2014-07-01,2000
"Awdal","Lughaye",2014-08-01,2000
"Awdal","Lughaye",2014-09-01,2000
"Awdal","Lughaye",2014-10-01,2000
"Awdal","Lughaye",2014-11-01,5000
"Awdal","Lughaye",2014-12-01,2000
"Awdal","Lughaye",2015-01-01,5000
"Awdal","Lughaye",2015-02-01,4000
"Awdal","Lughaye",2015-03-01,4000
"Awdal","Lughaye",2015-04-01,2000
"Awdal","Lughaye",2015-05-01,2000
"Awdal","Lughaye",2015-06-01,2000
"Awdal","Lughaye",2015-07-01,5000
"Awdal","Lughaye",2015-08-01,5000
"Awdal","Lughaye",2015-09-01,5000
"Awdal","Lughaye",2015-10-01,5000
"Awdal","Lughaye",2015-11-01,3000
"Awdal","Lughaye",2015-12-01,5000
"Awdal","Lughaye",2016-01-01,5000
"Awdal","Lughaye",2016-02-01,5000
"Awdal","Lughaye",2016-03-01,5000
"Awdal","Lughaye",2016-04-01,5000
"Awdal","Lughaye",2016-05-01,5000
"Awdal","Lughaye",2016-06-01,5000
"Awdal","Lughaye",2016-07-01,5000
"Awdal","Lughaye",2016-08-01,5000
"Awdal","Lughaye",2016-09-01,NA
"Awdal","Lughaye",2016-10-01,NA
"Awdal","Lughaye",2016-11-01,NA
"Awdal","Lughaye",2016-12-01,5000
"Awdal","Lughaye",2017-01-01,5000
"Awdal","Lughaye",2017-02-01,5000
"Awdal","Lughaye",2017-03-01,4000
"Awdal","Lughaye",2017-04-01,NA
"Awdal","Lughaye",2017-05-01,NA
"Awdal","Lughaye",2017-06-01,NA
"Awdal","Lughaye",2017-07-01,NA
"Awdal","Lughaye",2017-08-01,NA
"Awdal","Lughaye",2017-09-01,NA
"Awdal","Lughaye",2017-10-01,NA
"Awdal","Lughaye",2017-11-01,NA
"Awdal","Lughaye",2017-12-01,NA
"Awdal","Lughaye",2018-01-01,NA
"Awdal","Lughaye",2018-02-01,NA
"Awdal","Lughaye",2018-03-01,NA
"Awdal","Lughaye",2018-04-01,NA
"Awdal","Lughaye",2018-05-01,NA
"Awdal","Lughaye",2018-06-01,NA
"Awdal","Lughaye",2018-07-01,NA
"Awdal","Lughaye",2018-08-01,NA
"Awdal","Lughaye",2018-09-01,NA
"Awdal","Lughaye",2018-10-01,NA
"Awdal","Lughaye",2018-11-01,NA
"Awdal","Lughaye",2018-12-01,NA
"Awdal","Lughaye",2019-01-01,NA
"Awdal","Lughaye",2019-02-01,NA
"Awdal","Lughaye",2019-03-01,NA
"Awdal","Lughaye",2019-04-01,NA
"Awdal","Lughaye",2019-05-01,NA
"Awdal","Lughaye",2019-06-01,NA
"Awdal","Lughaye",2019-07-01,NA
"Awdal","Lughaye",2019-08-01,NA
"Awdal","Lughaye",2019-09-01,NA
"Awdal","Lughaye",2019-10-01,NA
"Awdal","Lughaye",2019-11-01,NA
"Awdal","Lughaye",2019-12-01,NA
"Awdal","Lughaye",2020-01-01,NA
"Awdal","Lughaye",2020-02-01,NA
"Awdal","Lughaye",2020-03-01,NA
"Awdal","Lughaye",2020-04-01,NA
"Awdal","Lughaye",2020-05-01,NA
"Awdal","Lughaye",2020-06-01,NA
"Awdal","Lughaye",2020-07-01,NA
"Awdal","Lughaye",2020-08-01,NA
"Awdal","Lughaye",2020-09-01,NA
"Awdal","Lughaye",2020-10-01,NA
"Awdal","Lughaye",2020-11-01,NA
"Awdal","Lughaye",2020-12-01,NA
"Awdal","Lughaye",2021-01-01,NA
"Awdal","Lughaye",2021-02-01,NA
"Awdal","Lughaye",2021-03-01,NA
"Awdal","Lughaye",2021-04-01,NA
"Awdal","Lughaye",2021-05-01,NA
"Awdal","Lughaye",2021-06-01,NA
"Awdal","Lughaye",2021-07-01,NA
"Awdal","Lughaye",2021-08-01,NA
"Awdal","Lughaye",2021-09-01,NA
"Awdal","Lughaye",2021-10-01,NA
"Awdal","Lughaye",2021-11-01,NA
"Awdal","Lughaye",2021-12-01,NA
"Awdal","Lughaye",2022-01-01,NA
"Awdal","Lughaye",2022-02-01,NA
"Awdal","Lughaye",2022-03-01,NA
"Awdal","Lughaye",2022-04-01,NA
"Awdal","Lughaye",2022-05-01,NA
"Awdal","Lughaye",2022-06-01,NA
"Awdal","Lughaye",2022-07-01,NA
"Awdal","Lughaye",2022-08-01,NA
"Awdal","Lughaye",2022-09-01,NA
"Awdal","Lughaye",2022-10-01,NA
"Awdal","Lughaye",2022-11-01,NA
"Awdal","Lughaye",2022-12-01,NA
"Awdal","Zeylac",2011-01-01,3500
"Awdal","Zeylac",2011-02-01,3500
"Awdal","Zeylac",2011-03-01,3500
"Awdal","Zeylac",2011-04-01,3500
"Awdal","Zeylac",2011-05-01,3500
"Awdal","Zeylac",2011-06-01,3350
"Awdal","Zeylac",2011-07-01,3500
"Awdal","Zeylac",2011-08-01,3500
"Awdal","Zeylac",2011-09-01,3500
"Awdal","Zeylac",2011-10-01,3500
"Awdal","Zeylac",2011-11-01,3500
"Awdal","Zeylac",2011-12-01,3500
"Awdal","Zeylac",2012-01-01,3500
"Awdal","Zeylac",2012-02-01,3500
"Awdal","Zeylac",2012-03-01,3500
"Awdal","Zeylac",2012-04-01,4000
"Awdal","Zeylac",2012-05-01,3500
"Awdal","Zeylac",2012-06-01,3500
"Awdal","Zeylac",2012-07-01,3500
"Awdal","Zeylac",2012-08-01,3500
"Awdal","Zeylac",2012-09-01,3500
"Awdal","Zeylac",2012-10-01,3700
"Awdal","Zeylac",2012-11-01,3600
"Awdal","Zeylac",2012-12-01,4000
"Awdal","Zeylac",2013-01-01,4000
"Awdal","Zeylac",2013-02-01,4000
"Awdal","Zeylac",2013-03-01,4000
"Awdal","Zeylac",2013-04-01,4000
"Awdal","Zeylac",2013-05-01,4000
"Awdal","Zeylac",2013-06-01,3500
"Awdal","Zeylac",2013-07-01,3500
"Awdal","Zeylac",2013-08-01,3500
"Awdal","Zeylac",2013-09-01,3500
"Awdal","Zeylac",2013-10-01,3500
"Awdal","Zeylac",2013-11-01,3500
"Awdal","Zeylac",2013-12-01,4000
"Awdal","Zeylac",2014-01-01,4000
"Awdal","Zeylac",2014-02-01,4000
"Awdal","Zeylac",2014-03-01,4000
"Awdal","Zeylac",2014-04-01,4000
"Awdal","Zeylac",2014-05-01,4000
"Awdal","Zeylac",2014-06-01,4000
"Awdal","Zeylac",2014-07-01,4000
"Awdal","Zeylac",2014-08-01,4000
"Awdal","Zeylac",2014-09-01,4000
"Awdal","Zeylac",2014-10-01,4000
"Awdal","Zeylac",2014-11-01,4000
"Awdal","Zeylac",2014-12-01,4000
"Awdal","Zeylac",2015-01-01,4000
"Awdal","Zeylac",2015-02-01,4000
"Awdal","Zeylac",2015-03-01,4000
"Awdal","Zeylac",2015-04-01,4000
"Awdal","Zeylac",2015-05-01,4000
"Awdal","Zeylac",2015-06-01,4000
"Awdal","Zeylac",2015-07-01,4000
"Awdal","Zeylac",2015-08-01,4000
"Awdal","Zeylac",2015-09-01,4000
"Awdal","Zeylac",2015-10-01,4000
"Awdal","Zeylac",2015-11-01,4500
"Awdal","Zeylac",2015-12-01,4500
"Awdal","Zeylac",2016-01-01,4500
"Awdal","Zeylac",2016-02-01,4500
"Awdal","Zeylac",2016-03-01,4500
"Awdal","Zeylac",2016-04-01,4500
"Awdal","Zeylac",2016-05-01,4500
"Awdal","Zeylac",2016-06-01,4500
"Awdal","Zeylac",2016-07-01,4500
"Awdal","Zeylac",2016-08-01,4500
"Awdal","Zeylac",2016-09-01,4500
"Awdal","Zeylac",2016-10-01,4500
"Awdal","Zeylac",2016-11-01,4500
"Awdal","Zeylac",2016-12-01,4500
"Awdal","Zeylac",2017-01-01,5000
"Awdal","Zeylac",2017-02-01,5000
"Awdal","Zeylac",2017-03-01,4000
"Awdal","Zeylac",2017-04-01,5000
"Awdal","Zeylac",2017-05-01,5000
"Awdal","Zeylac",2017-06-01,5000
"Awdal","Zeylac",2017-07-01,5500
"Awdal","Zeylac",2017-08-01,5500
"Awdal","Zeylac",2017-09-01,5500
"Awdal","Zeylac",2017-10-01,5500
"Awdal","Zeylac",2017-11-01,6000
"Awdal","Zeylac",2017-12-01,6000
"Awdal","Zeylac",2018-01-01,6000
"Awdal","Zeylac",2018-02-01,6000
"Awdal","Zeylac",2018-03-01,6000
"Awdal","Zeylac",2018-04-01,6000
"Awdal","Zeylac",2018-05-01,6000
"Awdal","Zeylac",2018-06-01,6000
"Awdal","Zeylac",2018-07-01,6000
"Awdal","Zeylac",2018-08-01,6000
"Awdal","Zeylac",2018-09-01,6000
"Awdal","Zeylac",2018-10-01,6000
"Awdal","Zeylac",2018-11-01,6000
"Awdal","Zeylac",2018-12-01,6000
"Awdal","Zeylac",2019-01-01,6000
"Awdal","Zeylac",2019-02-01,6000
"Awdal","Zeylac",2019-03-01,6000
"Awdal","Zeylac",2019-04-01,6000
"Awdal","Zeylac",2019-05-01,5500
"Awdal","Zeylac",2019-06-01,5500
"Awdal","Zeylac",2019-07-01,6000
"Awdal","Zeylac",2019-08-01,5000
"Awdal","Zeylac",2019-09-01,5000
"Awdal","Zeylac",2019-10-01,5000
"Awdal","Zeylac",2019-11-01,6000
"Awdal","Zeylac",2019-12-01,5000
"Awdal","Zeylac",2020-01-01,5000
"Awdal","Zeylac",2020-02-01,5000
"Awdal","Zeylac",2020-03-01,5000
"Awdal","Zeylac",2020-04-01,5000
"Awdal","Zeylac",2020-05-01,5000
"Awdal","Zeylac",2020-06-01,5000
"Awdal","Zeylac",2020-07-01,8750
"Awdal","Zeylac",2020-08-01,5000
"Awdal","Zeylac",2020-09-01,5000
"Awdal","Zeylac",2020-10-01,5000
"Awdal","Zeylac",2020-11-01,5000
"Awdal","Zeylac",2020-12-01,5000
"Awdal","Zeylac",2021-01-01,5000
"Awdal","Zeylac",2021-02-01,5000
"Awdal","Zeylac",2021-03-01,5000
"Awdal","Zeylac",2021-04-01,5000
"Awdal","Zeylac",2021-05-01,5000
"Awdal","Zeylac",2021-06-01,5000
"Awdal","Zeylac",2021-07-01,5000
"Awdal","Zeylac",2021-08-01,5000
"Awdal","Zeylac",2021-09-01,5000
"Awdal","Zeylac",2021-10-01,5000
"Awdal","Zeylac",2021-11-01,5000
"Awdal","Zeylac",2021-12-01,5000
"Awdal","Zeylac",2022-01-01,5000
"Awdal","Zeylac",2022-02-01,5000
"Awdal","Zeylac",2022-03-01,5000
"Awdal","Zeylac",2022-04-01,5000
"Awdal","Zeylac",2022-05-01,5000
"Awdal","Zeylac",2022-06-01,5000
"Awdal","Zeylac",2022-07-01,5000
"Awdal","Zeylac",2022-08-01,5000
"Awdal","Zeylac",2022-09-01,3875
"Awdal","Zeylac",2022-10-01,5000
"Awdal","Zeylac",2022-11-01,NA
"Awdal","Zeylac",2022-12-01,NA
"Woqooyi Galbeed","Hargeysa",2011-01-01,9000
"Woqooyi Galbeed","Hargeysa",2011-02-01,9000
"Woqooyi Galbeed","Hargeysa",2011-03-01,15000
"Woqooyi Galbeed","Hargeysa",2011-04-01,15000
"Woqooyi Galbeed","Hargeysa",2011-05-01,10000
"Woqooyi Galbeed","Hargeysa",2011-06-01,8000
"Woqooyi Galbeed","Hargeysa",2011-07-01,7000
"Woqooyi Galbeed","Hargeysa",2011-08-01,8000
"Woqooyi Galbeed","Hargeysa",2011-09-01,7500
"Woqooyi Galbeed","Hargeysa",2011-10-01,8000
"Woqooyi Galbeed","Hargeysa",2011-11-01,8000
"Woqooyi Galbeed","Hargeysa",2011-12-01,8000
"Woqooyi Galbeed","Hargeysa",2012-01-01,8000
"Woqooyi Galbeed","Hargeysa",2012-02-01,8000
"Woqooyi Galbeed","Hargeysa",2012-03-01,9500
"Woqooyi Galbeed","Hargeysa",2012-04-01,8000
"Woqooyi Galbeed","Hargeysa",2012-05-01,8000
"Woqooyi Galbeed","Hargeysa",2012-06-01,7500
"Woqooyi Galbeed","Hargeysa",2012-07-01,7500
"Woqooyi Galbeed","Hargeysa",2012-08-01,7000
"Woqooyi Galbeed","Hargeysa",2012-09-01,7000
"Woqooyi Galbeed","Hargeysa",2012-10-01,7800
"Woqooyi Galbeed","Hargeysa",2012-11-01,8250
"Woqooyi Galbeed","Hargeysa",2012-12-01,8000
"Woqooyi Galbeed","Hargeysa",2013-01-01,9000
"Woqooyi Galbeed","Hargeysa",2013-02-01,9500
"Woqooyi Galbeed","Hargeysa",2013-03-01,10250
"Woqooyi Galbeed","Hargeysa",2013-04-01,8000
"Woqooyi Galbeed","Hargeysa",2013-05-01,7375
"Woqooyi Galbeed","Hargeysa",2013-06-01,8000
"Woqooyi Galbeed","Hargeysa",2013-07-01,8000
"Woqooyi Galbeed","Hargeysa",2013-08-01,8000
"Woqooyi Galbeed","Hargeysa",2013-09-01,8000
"Woqooyi Galbeed","Hargeysa",2013-10-01,9000
"Woqooyi Galbeed","Hargeysa",2013-11-01,8000
"Woqooyi Galbeed","Hargeysa",2013-12-01,9000
"Woqooyi Galbeed","Hargeysa",2014-01-01,12000
"Woqooyi Galbeed","Hargeysa",2014-02-01,10000
"Woqooyi Galbeed","Hargeysa",2014-03-01,12000
"Woqooyi Galbeed","Hargeysa",2014-04-01,10000
"Woqooyi Galbeed","Hargeysa",2014-05-01,12000
"Woqooyi Galbeed","Hargeysa",2014-06-01,10000
"Woqooyi Galbeed","Hargeysa",2014-07-01,10000
"Woqooyi Galbeed","Hargeysa",2014-08-01,10000
"Woqooyi Galbeed","Hargeysa",2014-09-01,10000
"Woqooyi Galbeed","Hargeysa",2014-10-01,10000
"Woqooyi Galbeed","Hargeysa",2014-11-01,10000
"Woqooyi Galbeed","Hargeysa",2014-12-01,10000
"Woqooyi Galbeed","Hargeysa",2015-01-01,10000
"Woqooyi Galbeed","Hargeysa",2015-02-01,10000
"Woqooyi Galbeed","Hargeysa",2015-03-01,10000
"Woqooyi Galbeed","Hargeysa",2015-04-01,9000
"Woqooyi Galbeed","Hargeysa",2015-05-01,10000
"Woqooyi Galbeed","Hargeysa",2015-06-01,10000
"Woqooyi Galbeed","Hargeysa",2015-07-01,10000
"Woqooyi Galbeed","Hargeysa",2015-08-01,10000
"Woqooyi Galbeed","Hargeysa",2015-09-01,10000
"Woqooyi Galbeed","Hargeysa",2015-10-01,11000
"Woqooyi Galbeed","Hargeysa",2015-11-01,11000
"Woqooyi Galbeed","Hargeysa",2015-12-01,11000
"Woqooyi Galbeed","Hargeysa",2016-01-01,11000
"Woqooyi Galbeed","Hargeysa",2016-02-01,12000
